,rate_member,location,rate_score,rate_date,comment,beer_url,beer_name,year,month,day
4502,bacher468,Pennsylvania,4.25,2023-11-11,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,11,11
4503,markallmon,Tennessee,4.92,2023-09-17,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,9,17
4504,Reggaebill,North Carolina,4.9,2023-09-15,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,9,15
4505,TangoWhiskey,0,4.02,2023-09-08,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,9,8
4506,JKENNEKE,0,4.5,2023-07-22,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,7,22
4507,Gerred,Missouri,4.13,2023-06-15,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,6,15
4508,HighwayChile,Kansas,4.25,2023-05-29,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,5,29
4509,JHeard79,North Carolina,3.98,2023-04-01,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,4,1
4510,wisegreensoul,Idaho,4.11,2023-03-09,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,3,9
4511,SViterileroux74,Texas,3.88,2023-02-03,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,2,3
4512,rorjets,Connecticut,4.22,2023-01-25,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,1,25
4513,EMH73,New York,4.12,2022-12-27,,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2022,12,27
4514,BloodSoakedAleMug,New York,4.53,2024-02-20,"Look:
Pours a translucent golden orange color with a frothy, two finger head of beige foam that hangs around for a good while and laces the glass exceptionally well. Lots of visible carbonation.

Aroma:
Spicy/sweet notes of spruce needles and burnt citrus peel. Some hints of tropical pineapple and tangy, slightly tart mango. Some minor, but still perceptible notes of cantaloupe and honeydew in there as well.

Taste:
Clean notes of honeydew melon and mango upfront. Savory / tangy flavors of pineapple puree and malt driven notes of freshly baked banana bread. Brief flash of caramel and toffee. Bitter throughout but not aggressively so - there's a nice flavor of pine sap, orange peel and tree resin blanketing the entire experience - it's just enough so as to keep the beer from being too tropical and sweet. 

Feel:
Creamy and smooth. The beer feels a lot less carbonated than the appearance lets on. Alcohol profile is low, especially for an 8.5%er but still apparent. Astringency is mild, but works well with the beers texture and flavor.

Overall:
This was a treat. Really exceptional imperial IPA.",https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2024,2,20
4515,mvanaskie13,Pennsylvania,4.04,2023-12-03,"Poured into a wide mouth grip shaped goblet: color is straw gold, transparent and clear, head is off white but only a scant presentation (less than 1/4 inch), limited lacing and no top remain. 

Smell is hop forward, big pine and resin notes, light citric, malt is lightly toasted and hint of caramel but clean. 

Taste is similar with hop forward, clean, bitter; flavors are pine with a resinous quality, citrus pith, toasted malt, light caramel.

Mouthfeel is moderate carbonation, moderate sweetness, moderate/strong bitterness. 

Overall this presented well and has great flavor - i had picked up in a mix pack and the first two were very good while the third seemed to be less than optimal, giving extra for overall of three tastings.",https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,12,3
4516,dcat151,Georgia,4.21,2023-10-11,"Appearance is amber with some haze and moderate head. Aroma is hoppy and slightly dank. Taste is malty and less hoppy than the aroma would lead you to believe. Mouthfeel is somewhat smooth and balanced. Overall a good, solid IPA.",https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,10,11
4517,Billolick,New York,4.15,2023-09-26,"12 oz can...bottom tells me to ""Drink by 11/4/23""....so I did....fresh and flavorful

Pours with a moderate haze, medium cap, some ringed lacing and minor froth.

Sniff reveals some moderate tropical goodness.

West coast in style, with a juicy/tropical flourish...some grapefruit and some pineapple, all getting along nicely...in a 8.5% package...heady, tasty, worthy",https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,9,26
4518,stevoj,Idaho,4.0,2023-06-01,"Draft at Churchkey. Medium golden, clear and bright, soft foamy head, rings of lacing. Incredibly smooth for an IIPA. Aroma comes on soft, mostly hops, mildly dank. Taste comes in a lot fuller, but not too much. Malts still shine through this with some nice toffee flavors. Very smooth.",https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,6,1
4519,Preston,Florida,4.47,2023-03-26,Yes!!!,https://www.beeradvocate.com/beer/profile/30581/90141/,Freak Of Nature,2023,3,26
4560,BlueSpader,Washington,3.69,2020-10-15,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2020,10,15
4561,RiceOwls27,Texas,4.0,2020-07-08,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2020,7,8
4562,TallGuyCM,California,2.0,2020-06-24,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2020,6,24
4563,dafla67,Pennsylvania,4.0,2019-03-28,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2019,3,28
4564,evanwoertz,California,4.62,2019-02-16,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2019,2,16
4565,Karibourgeois,Texas,3.75,2019-02-05,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2019,2,5
4566,KMcGrath,Massachusetts,3.85,2018-12-04,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,12,4
4567,zknight,Korea (South),3.82,2018-12-04,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,12,4
4568,sweetbrew82,California,3.85,2018-08-06,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,8,6
4569,eldoctorador,Chile,4.0,2018-08-01,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,8,1
4570,derdtheterd,Canada (AB),3.85,2018-07-27,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,7,27
4571,Hopsohard,California,4.18,2018-06-23,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,6,23
4572,R_Kole,Canada (AB),3.64,2018-06-11,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,6,11
4573,bdiiorio,Connecticut,4.0,2018-05-05,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,5,5
4574,Keeling,California,3.0,2018-03-03,,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,3,3
4575,stevoj,Idaho,3.59,2023-11-24,"Orangish amber pour with nice fluffy head, soft hoppy aroma, taste is more tart and bitter, pine notes on the finish. Nice sharp DIPA (west coast style)",https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2023,11,24
4576,GuyFawkes,Illinois,3.75,2019-04-15,"Bottled 2/4/15; drank 3/9/15 @ the Yarchives. 

Semi-opaque light orange appearance; white flotsam. 

Big eggshell head; frothy lace. 

Grapefruit, caramel & pine needle notes in the nose. 

Medium mouthfeel. 

Pine needle & caramel flavors up front; a grapefruit bite on the finish. As this warmed, a nice peanut butter (!) note emerged. 

Not normally my flavor profile, but this was interesting & tasty. I'd have another.",https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2019,4,15
4577,Ghrymm,Canada (BC),3.91,2018-04-02,A pretty good Imperial hoppy IPA.,https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,4,2
4578,Stoutmaster9,California,3.78,2018-01-18,"Pours a pale, murky golden orange, with probable 'junk in the trunk' at a glance, rather few carb bubbles, drifting slow. 
Thin head of fine bubbles. Lacing present. 

Sour malt scent. Lemon Aura. 

Taste follows the nose, crisp and sour malt, with a citrus hint; loaf of lime, with half a hint of grapefruit-pine. Bold booze. 
If finesse is you aim, move on. For an 8.5% this is super easy drinking.",https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,1,18
4579,Drewfit,Hawaii,4.4,2018-01-15,"First imperial IPA I ever had and over whelmed. This a ""the bar"" for imperial IPAs when first i was first exploring IPAs. Seek this Beer for I think is a good starting gold standard to compare imperial IPAs. Coronado is another brewery that everything they make is worth a try. like Ballast Point, Deschutes just to name just two.",https://www.beeradvocate.com/beer/profile/2447/36748/,Idiot IPA,2018,1,15
4620,322wingedfoot,Pennsylvania,4.24,2024-02-25,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2024,2,25
4621,Egerton,0,4.75,2024-02-11,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2024,2,11
4622,Icemann383,New York,4.25,2023-11-11,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,11,11
4623,petewheeler,Maryland,4.09,2023-08-23,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,8,23
4624,drews240,Rhode Island,4.28,2023-07-20,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,7,20
4625,ndmoore22,Massachusetts,4.56,2023-06-16,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,6,16
4626,QuintusHorace,California,3.96,2023-04-13,,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,4,13
4627,Hobbs87,New York,3.96,2024-01-06,Very strong aroma with a lighter than expected color for a DIPA. Heavier hops with a grapefruit citrus flavor. Seems like a higher alcohol taste than the 8.5% noted. More west coast IPA than east coast. Actually has an enticing smell but doesn’t live up to the expected taste. Fairly enjoyable but a little too bitter aftertaste for my personal taste.,https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2024,1,6
4628,LiquidAmber,Washington,4.2,2023-10-01,"Poured into a Seattle Beer Week pint glass. Pours a lightly hazy, light to medium golden amber with a two finger white head with great retention and solid lacing. Aroma of pale malt, citrus and tropical fruit hops; somewhat subdued. Flavor is pale and biscuit malt, citrus, piney and fruit hops, lemon grapefruit, mixed stone fruit, green melon and light pine Piney finish with light resin and citrus bitterness. Medium bodied with moderate creaminess, nice mouth feel. Another East Coast IPA that looked and smelled like it might lean too far to the fruit profile, but the taste had a lot of West Coast citrus and pine character. This IPA seems to take a few things from a number of styles; a little biscuit in malt from old time IPAs, but mostly more current pale malts; pine and citrus from the West Coast, but interesting light fruit leaning east. The oat component in the malt gives it a pleasant mouth feel. The whole IPA comes together nicely with a solid bitterness in the finish. I liked this quite a bit. This can had a few months on it, which may have reduces the brightness of the hops, but it was still fine. I'd like to see this again.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,10,1
4629,MichaelInMA,Massachusetts,3.81,2023-09-28,"It is a heavy beer in both taste and feel. I really liked the feel. I think it is really a double IPA. Did not like the after taste. I starts as a 5 but after the after taste settled in I it dropped to a 2 for the aftertaste. Average is 3.5. I had it on tap. I did not find it very aromatic. 

High alcohol beer. I had a Guinness Draft with it to balance it out. Appearance is OK but pathetic compared to the Guinness. 

Mixed the last third of this with the last third of the Guinness. Now this a number 5 beer.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,9,28
4630,AccipiterofBeer,New York,3.79,2023-09-03,"Pretext: I have access to a lot of world class NE IPAs. 

L: A bit darker than expected. Opaque with maybe a light shade of brown. 
S: Fresh. Hoppy with malty notes. 
T: Was not blown away, but it is good. Some citrusy flavors but with a lot of maltiness. More caramelized in flavor. 
F: It's heavy. Not unpleasant by any stretch but its a slow sipper
O: I got the impression its overhyped. But don't let my subjective review deter you from trying it out.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,9,3
4631,bigbellysailor,Maryland,4.26,2023-08-13,"Captain's Daughter is a dirty yellow color, with a small white head. I had this beer in a Newport bar, where it was served very cold. 

The smell was plenty hoppy. The taste was dank and piney, with some fruit, melon I guess. There's a solid amount of bitterness, all to the good.

The ABV is quite apparent. It's fine, it's just not subtle.

This reminds me of some of the other Double IPAs that pack a lot of punch, like Loose Cannon down in Maryland.

Nyce beer.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,8,13
4632,pathman,Ohio,4.5,2023-08-05,"08/04/23 draft @ Red Parrot Newport, RI",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,8,5
4633,Whyteboar,Michigan,4.29,2023-07-09,"Poured more translucent than murky, I could see light through it. The light beige head topped about 2 cm and left copious amounts of lacing.
The aroma is still not available to me, beginning to wonder if it will ever come back.
The taste though, lovely tropical fruit flavors wash over the tongue before the dankness kicks in at the swallow. I had to take multiple gulps to verify this was the pattern and, for me at least, it was. Malts likely played a role in there somewhere but it was all about the hops.
The feel was just weighty enough to carry the ABV, and the flavors were certainly mouth filling.
Good beer, glad I got to try it.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,7,9
4634,snaotheus,Washington,4.28,2023-07-08,"2023-07-08
16oz can dated 05/18/23, served in a big snifter. Provided by @roguer in a LIF associated with NBS BIF #17. Long time want, unexpected got.

Pours a hazy orange tilting a little bit toward golden. Initial pour had a fairly modest head, maybe a bit less than a centimeter, which dissipated into a thick and fairly even skin that retains its boundaries about a centimeter above the surface of the beer. Smell is tropical, mango and pineapple, very ripe, approaching overripe. A little bit of an orange blossom sweetness.

Taste is right in the same channel, juicy and easily avoids over-sweetness, nice bitterness, orange rind in nature, pretty strong, I think providing the counterbalance to all the juicy stuff going on.

Mouthfeel is medium with a hint of grittiness. Overall, this is a really nice, really well-built beer.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,7,8
4635,beergoot,Colorado,4.04,2023-05-19,"Mildly hazy body, peach colored; thick, rocky and sculpted head, white, semi-creamy texture. Fruity aroma; peach and tropical fruits. Nice malt backbone; biscuit-like; medium-heavy bitterness factor. Medium-heavy body; creamy with a subtle coarseness; noticeable dryness cutting through the residual sugars; crisp.

A very nice imperial pale ale, bold and impressive.

Pouring temperature: 51 °F; canning info: 03-29-23
Source: @tasterschoice62",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,5,19
4636,dkoehler42,New York,3.18,2023-05-11,"This double IPA pours a hazy apricot color with a white head. The nose is very piney, which carries through the taste and mouthfeel. There is some fruit notes as well, but the long term taste is like sucking on a pine needle.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,5,11
4637,Charleybo,0,0.0,2023-05-02,"Captain's Daughter is my favorite locally available Double New England IPA. It has a fairly strong grapefruit and citrus taste. Very refreshing. It has a very smooth mouth feel. Not much lingering bitterness and or alcohol taste like most DIPA's. I hope more people try this beer. 
I'm very impressed by Captain's Daughter. Excellent overall!",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,5,2
4638,russpowell,Arkansas,4.27,2023-04-22,"Pours an effervescent & honey color with one finger+ cream colored head. Great lacing & head retention

S: Tropical fruit & citrus notes, faint breadyness

T: Pineapple, mango, & a little pomelo up front along with some line & a little bready dryness/sweetness. Dryness & pine as this beer warms up, some grapefruit & lime too. Finishes a little dry with pine, lime & grapefruit

MF: Medium body, fairly firm carbonation, good balance

Nice quaffable take on the style leans old school",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,4,22
4639,VashonGuy,Washington,4.15,2023-04-10,"Captain's Daughter is a dirty yellow color, with a small white head. I had this beer in a Providence bar, where it was served very cold. That might have affected the head.

The smell was plenty hoppy. The taste was dank and piney, with some fruit, melon I guess. There's a solid amount of bitterness, all to the good. I don't get much citrus.

The ABV is quite apparent. It's fine, it's just not subtle.

This reminds me of some of the other Double IPAs that pack a lot of punch, like Where's Waldo or Surly Todd.

Good stuff, for sure.",https://www.beeradvocate.com/beer/profile/27710/140460/,Captain's Daughter,2023,4,10
4680,BradtheGreat7,Ohio,4.19,2021-07-22,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2021,7,22
4681,DvdP,Netherlands,3.81,2020-11-16,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2020,11,16
4682,BdM,Netherlands,4.0,2020-09-08,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2020,9,8
4683,Griffith,Connecticut,4.0,2019-07-13,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2019,7,13
4684,dbarny76,Oklahoma,4.15,2019-01-21,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2019,1,21
4685,le00metalero,Canada (QC),4.15,2018-09-19,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2018,9,19
4686,tylerjin,Michigan,4.35,2018-08-20,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2018,8,20
4687,corywalston,North Dakota,3.74,2018-07-05,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2018,7,5
4688,brittanylicious,Indiana,4.0,2018-06-30,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2018,6,30
4689,Cooporp,Israel,3.45,2017-12-13,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,12,13
4690,dandy14,Brazil,3.88,2017-09-28,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,9,28
4691,zacroyce,England,3.02,2017-09-14,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,9,14
4692,Dewsby,Kentucky,3.81,2017-07-12,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,7,12
4693,HopBelT,Belgium,3.92,2017-06-29,,https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,6,29
4694,maddogruss,New Jersey,3.45,2022-05-11,"Poured this from a bottle.
A: Pours an orange amber body with a thick and silky white head with nice retention and lacing.
S: sweet grapefruit flesh smell with slight alcohol and toffee notes.
T: pretty bitter, grapefruit rind taste with an earthy and leafy, bitter aftertaste.
M: pretty full-bodied and smooth.
O: ok feel and taste combo; decent DIPA.",https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2022,5,11
4695,bluejacket74,Ohio,4.22,2020-08-21,"16 ounce can, canned on 06/02/20, BrewDog USA brewed. Served in BrewDog pint glass, the beer pours a hazy dark gold/amber color with about an inch frothy off-white head. There's also a lot of lacing. Aroma is nice, the brew smells like citrusy hops, tropical fruit, toffee, and some bready malt. Taste is pretty much like the aroma, but there's also some caramel and pine flavors noticeable too. Good amount of bitterness in the finish. Mouthfeel/body is medium/full, it's smooth, creamy and coating with a good amount of carbonation. I thought this was a good Imperial IPA, thanks to my buddy Denis for this one!",https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2020,8,21
4696,FNMURRAY,0,0.0,2019-09-26,"The only IPA I will drink, this stuff is truly delicious.",https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2019,9,26
4697,stevoj,Idaho,4.16,2018-03-05,"Bottle picked up in London. Aroma is nutty and sweet, taste has up front elements of caramel and toffee. A nice break from the usual bitter style. Flavor to enjoy...",https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2018,3,5
4698,emincems,Turkey,4.03,2017-09-22,"One of the most mouth puckering beers, IBU is 150; like a fist in the face! Duration of the foam is not long as I expected. Smell of dry hops is apparent; smells citrus and herbal because of centennial and columbus hops and there is some toasted sweet malts in background. Taste is grapefruit and slightly pineapple with pungent bittering hops. Overly sharp on the palate with dry lingering bitter finish. Medium to full body. Difficult to drink, but I like it.",https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,9,22
4699,threeviews,Florida,4.72,2017-08-23,"Typing on my iPad here, so I need to make it brief.
Poured from a bottle into a Brewdog Teku...at the Brewdog Brussels location.
A - Clear, Dark Gold/Burnt Orange color with minimal head (1/2 pour)
S - Hops equally tropical and resinous (mango, papaya, blood orange, pine and pineapple) with an ample dose of caramel malt.
T- Sweet malt followed by ample bitterness to buttress the sweetness but far from astringent...balance achieved nicely.
M - Full mouthfeel for a DIPA clocking in under 10%ABV. However it has a silky feel akin to a beer brewed with oats (which I don't think this has).
O - This is the closest thing I have had to the Ruination 10th Anniversary. I was a fan of that beer and am a big fan of this as well.",https://www.beeradvocate.com/beer/profile/16315/41505/,Hardcore IPA,2017,8,23
4740,mpenske,California,3.75,2021-06-13,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2021,6,13
4741,Thirstygoat,Illinois,3.84,2021-01-01,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2021,1,1
4742,brittanylicious,Indiana,4.0,2019-10-20,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2019,10,20
4743,csfcmitchell,Texas,4.0,2019-09-21,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2019,9,21
4744,dafla67,Pennsylvania,4.49,2019-03-28,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2019,3,28
4745,thatoneguymike,Georgia,4.1,2018-11-20,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2018,11,20
4746,Beerbuddha,Florida,4.25,2018-01-07,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2018,1,7
4747,AyatollahGold,Indiana,3.43,2017-12-13,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,12,13
4748,GreenBayBA,Wisconsin,4.0,2017-10-26,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,10,26
4749,Prost76,New Hampshire,4.23,2017-10-01,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,10,1
4750,icemanls4,Switzerland,3.98,2017-06-18,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,6,18
4751,axf4129,Indiana,4.1,2017-04-30,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,4,30
4752,pda22,California,5.0,2017-03-26,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,3,26
4753,Lelampp,Ohio,3.75,2017-03-11,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,3,11
4754,BrewNoob1,Minnesota,3.89,2017-01-29,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,1,29
4755,RichieRich1812,Pennsylvania,4.07,2017-01-22,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,1,22
4756,Timtac,New Jersey,4.09,2017-01-08,,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,1,8
4757,HarlotBronte,District of Columbia,3.79,2023-03-05,"L: Clear amber body with a 2 finger eggshell head

S: Malt forward 

T: Taste is way more explosive than the nose. Plenty of sweet malt balanced by resinous hops. Notes are sweet toffee, caramel, orange, and pine

F: Medium bodied with a dry finish. Alcohol warms the chest. 

O: A little too sweet for me, but otherwise the flavor is excellent.",https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2023,3,5
4758,Reggie_Dunlop,Pennsylvania,4.0,2019-01-13,For some reason I remember this as not having the Dogfishhead beer taste..... it tasted just like any other good beer I guess,https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2019,1,13
4759,Karibourgeois,Texas,4.0,2017-01-15,"Slightly cloudy orange/gold pour with a foamy off-white head. Big citrus and grain aroma. Taste has a very mild bitterness at the beginning with flavors of orange rind, herbs, mango, grass, and a hint of wet bread. Bitterness becomes stronger as the beer warms but is never overpowering. Full bodied with moderate carbonation.",https://www.beeradvocate.com/beer/profile/64/49838/,Squall IPA,2017,1,15
4800,Bitterbill,Wyoming,2.55,2023-03-22,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,3,22
4801,Vyvyan,Illinois,4.12,2023-03-05,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,3,5
4802,12ozfan,Illinois,3.69,2023-02-12,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,2,12
4803,BuxMontBeerLover,Pennsylvania,3.9,2023-01-21,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,1,21
4804,SolarPower36,Florida,4.22,2023-01-03,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,1,3
4805,cabsandking,Ohio,3.96,2022-10-29,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,10,29
4806,dms1767,Nebraska,4.37,2022-10-19,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,10,19
4807,DruC4,Michigan,3.71,2022-09-24,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,9,24
4808,dbell23,Tennessee,4.22,2022-08-10,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,8,10
4809,Cfitty,New York,3.98,2022-07-23,,https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,7,23
4810,mactrail,Washington,3.89,2023-11-02,"Clear amber brew with adequate foam in the chalice. From the 12 oz bottle. This is surprisingly good, with a great deal of sugar, plus the hot alcohol. Wonderful aroma of orange with herbs. Tastes of melon and a deep herbal note. Kind of woody and dark, yet brightened by the fruity hops. This was from the mixed 12 pack last winter, so this bottle well aged. However the alcohol seems to preserve the hop flavors nicely.",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,11,2
4811,stevoj,Idaho,3.66,2023-06-07,"Taster at Shade City Brewfest. Pale hazy yellow with a thin white head. Green tea features prominently in the aroma and taste, leafy, grassy. Hard to believe it's 10%, barely noticeable.",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,6,7
4812,LesDewitt4beer,Minnesota,4.18,2023-01-17,"12oz bottle EB date 1/20/23 into a shaker pint glass.
L: Pours hazed apricot w lighter edges, a 1"" off white slightly creamy head w good retention to skin & edge foam, low fine carbo bubbles, very little lacing.
S: Caramelized malts, apple, caramel candy, floral, light alcohol, candied orange, a hint of cinnamon, yellow Hawaiian bread, a suggestion of ginger. Fruity.
T: Firmly sweet malts, sweet hops, citrus zest, peach & apricots in brandy, perhaps even rummy, strong bitter tea, fruit cake, lightly nutty, pine resin, very fruity overall, very sweet but not cloying as resin & zest control the linger.
F: Juicy, thick, smooth & creamy heavy-bodied, warming in the chest feel w a robust center and a med-length finish that has a very long linger. It is not really drying at all.
O: An elegant powerhouse. Whoosh! Straight to the head strong, rather complex w an abyss of hops and malting flavors mingling. It has an enlivening full-flavor which commands attention to its well balanced bittering presentation. It is excellent in its style.",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2023,1,17
4813,Griffin2,Virginia,3.7,2022-12-27,"Poured from a 12 oz bottle dated 9/22/2022 into a Willi Becher pint glass.
L - Pours a medium amber color with a fluffy white head.
S - Smells of citrus.
T - Tastes bitter and malty.
F - Medium body and carbonation.
O - Not a bad IPA, but has an odd flavor, maybe it’s the green tea.",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,12,27
4814,cyclonece09,Wisconsin,3.93,2022-12-10,"Poured from a bottle into a pint glass. Pours orange red with a small white head. Smells of citrus hops, nice and inviting. Tastes of citrus hops with a sharp tea notes. Beer is light bodied and easy drinking, good carbonation. Overall, a very good beer.",https://www.beeradvocate.com/beer/profile/147/70910/,Japanese Green Tea IPA,2022,12,10
